"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Roof.Style","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Pool.QC","Fence","Misc.Feature","Misc.Val","SalePrice","Porch.Sq.Feet","Tot.Bathrooms","House.Age"
50,"RL",0,11250,"No alley access","Reg","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","Other",4,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Other","Unf",0,"Unf",0,1104,1104,"GasA","Ex","Y","Other",1104,684,0,1788,5,1,"TA",8,"Other",2,"TA","Attchd","Unf",1,304,"TA","TA","Y",120,"No","No fence","No additional feature",0,161500,0,2,20
30,"RL",0,12342,"No alley access","Other","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",262,"Unf",0,599,861,"GasA","Ex","Y","SBrkr",861,0,0,861,1,1,"TA",4,"Typ",0,"No fireplace","Other","Unf",2,539,"TA","TA","Y",158,"No","No fence","No additional feature",0,82500,0,1,59
20,"RL",0,10708,"No alley access","Other","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","1Story",5,5,"Other","Wd Sdng","Wd Sdng","None",0,"Other","TA","CBlock","TA","TA","No","Other",379,"Other",768,470,1617,"GasA","Ex","Y","Other",1867,0,0,1867,2,1,"TA",7,"Typ",3,"Gd","Attchd","Fin",1,303,"TA","TA","Y",476,"No","Other","No additional feature",0,190000,142,2,16
20,"RL",0,15635,"No alley access","Other","Lvl","Other","Gtl","Edwards","Norm","1Fam","1Story",4,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","TA","Y","SBrkr",1383,0,0,1383,2,1,"TA",6,"Other",0,"No fireplace","Attchd","Unf",2,498,"Other","TA","Y",0,"No","No fence","No additional feature",0,122000,200,1,55
20,"RL",73,9855,"No alley access","Reg","Lvl","Other","Gtl","Edwards","Norm","1Fam","1Story",6,5,"Other","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1436,1436,"GasA","Other","Y","SBrkr",1689,0,0,1689,3,1,"TA",7,"Typ",1,"Gd","Attchd","Unf",2,480,"TA","TA","Y",0,"No","Other","No additional feature",0,127500,0,1,53
20,"RL",68,9571,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,5,"Other","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",257,"Unf",0,816,1073,"GasA","TA","Y","Other",1073,0,0,1073,2,1,"TA",5,"Typ",0,"No fireplace","Attchd","Unf",1,340,"TA","TA","Y",0,"No","Other","No additional feature",0,121500,0,2,53
60,"RL",50,9350,"No alley access","Reg","Other","Inside","Gtl","Edwards","Norm","1Fam","Other",6,7,"Other","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",342,"Unf",0,405,747,"GasA","Ex","Y","SBrkr",892,747,0,1639,3,1,"Other",6,"Typ",1,"Gd","Other","Unf",1,240,"TA","TA","Y",0,"No","No fence","No additional feature",0,154400,50,1.5,59
20,"RL",62,7440,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",173,"Unf",0,916,1089,"Other","TA","Y","SBrkr",1089,0,0,1089,3,1,"TA",5,"Typ",1,"Gd","Other","RFn",1,252,"TA","TA","Other",328,"No","Other","No additional feature",0,125000,0,2,55
20,"RL",0,11500,"No alley access","Other","Lvl","Other","Gtl","Edwards","Norm","1Fam","1Story",4,3,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Other","Other","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","Ex","Other","SBrkr",845,0,0,845,3,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",1,290,"TA","TA","Other",186,"No","No fence","No additional feature",0,84000,0,1,52
50,"RL",60,11409,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",5,4,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Other",292,"Unf",0,476,768,"GasA","Other","Y","SBrkr",1148,568,0,1716,3,1,"TA",8,"Other",1,"Gd","Attchd","Unf",1,281,"TA","TA","Y",0,"No","No fence","No additional feature",0,131000,160,1.5,1
70,"RL",60,9084,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Other","1Fam","Other",4,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Other","Unf",0,"Unf",0,755,755,"GasA","TA","Y","SBrkr",755,755,0,1510,4,1,"TA",7,"Typ",1,"Gd","Other","Unf",1,296,"Other","Other","Other",120,"No","Other","No additional feature",0,108000,0,2,59
80,"RL",66,19255,"No alley access","Other","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","Other",6,5,"Gable","Wd Sdng","Wd Sdng","Other",100,"Other","TA","CBlock","Gd","TA","Other","Rec",70,"Other",450,0,520,"GasA","Other","Y","SBrkr",1338,0,0,1338,2,1,"Other",5,"Other",1,"Other","Attchd","Unf",2,576,"TA","TA","Y",0,"No","No fence","Other",600,156500,0,1.5,26
60,"RL",80,9828,"No alley access","Other","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","Other",8,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","GLQ",584,"Unf",0,544,1128,"GasA","Ex","Y","SBrkr",1142,878,0,2020,3,1,"Other",8,"Typ",1,"TA","Attchd","RFn",2,466,"TA","TA","Y",0,"No","No fence","No additional feature",0,239500,155,2.5,14
90,"RL",0,11855,"No alley access","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Other","Other",7,5,"Other","VinylSd","VinylSd","Other",23,"TA","TA","PConc","Other","TA","No","GLQ",820,"Unf",0,348,1168,"GasA","Ex","Y","SBrkr",1168,1619,0,2787,6,2,"TA",8,"Typ",2,"TA","Other","Fin",4,820,"TA","TA","Y",312,"No","No fence","No additional feature",0,269500,0,7,9
90,"RL",0,7939,"No alley access","Reg","Lvl","Inside","Gtl","SawyerW","Other","Other","Other",7,5,"Other","VinylSd","VinylSd","Other",23,"TA","TA","PConc","Other","TA","No","GLQ",820,"Unf",0,348,1168,"GasA","Ex","Y","SBrkr",1168,1619,0,2787,6,2,"TA",8,"Typ",2,"TA","Other","Fin",4,820,"TA","TA","Y",312,"No","No fence","No additional feature",0,269500,0,7,9
90,"RL",0,7976,"No alley access","Reg","Lvl","Inside","Gtl","SawyerW","Other","Other","Other",7,5,"Other","VinylSd","VinylSd","Other",23,"TA","TA","PConc","Other","TA","No","GLQ",820,"Unf",0,348,1168,"GasA","Ex","Y","SBrkr",1168,1619,0,2787,6,2,"TA",8,"Typ",2,"TA","Other","Fin",4,820,"TA","TA","Y",312,"No","No fence","No additional feature",0,269500,0,7,9
20,"RL",79,10637,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,"Other","VinylSd","VinylSd","Other",336,"Other","TA","PConc","Other","TA","Other","GLQ",1288,"Unf",0,417,1705,"GasA","Ex","Y","SBrkr",1718,0,0,1718,3,1,"Other",7,"Typ",1,"Gd","Attchd","RFn",3,826,"TA","TA","Y",208,"No","No fence","No additional feature",0,297000,44,3,1
20,"RL",61,10226,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,"Gable","VinylSd","VinylSd","Other",270,"Other","TA","PConc","Other","TA","Other","Unf",0,"Unf",0,1622,1622,"GasA","Ex","Y","SBrkr",1630,0,0,1630,3,1,"Other",8,"Typ",1,"Gd","Attchd","RFn",3,860,"TA","TA","Y",172,"No","No fence","No additional feature",0,295493,42,3,1
20,"RL",65,10816,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",9,5,"Gable","VinylSd","VinylSd","Other",364,"Other","TA","PConc","Other","TA","Other","GLQ",1104,"Unf",0,616,1720,"GasA","Ex","Y","SBrkr",1720,0,0,1720,3,1,"Other",8,"Typ",1,"Gd","Attchd","RFn",3,846,"TA","TA","Y",208,"No","No fence","No additional feature",0,332000,104,3,1
20,"RL",71,9178,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other","Unf",0,"Unf",0,1468,1468,"GasA","Ex","Y","SBrkr",1468,0,0,1468,3,1,"Other",6,"Typ",1,"Gd","Attchd","RFn",3,904,"TA","TA","Y",192,"No","No fence","No additional feature",0,239900,142,2,1
20,"RL",77,11422,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,"Other","VinylSd","VinylSd","Other",352,"Other","TA","PConc","Other","TA","Other","GLQ",1359,"Unf",0,479,1838,"GasA","Ex","Y","SBrkr",1838,0,0,1838,3,1,"Other",7,"Typ",2,"Gd","Attchd","RFn",2,524,"TA","TA","Y",154,"No","No fence","No additional feature",0,272500,222,3,1
20,"RL",64,6762,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other","GLQ",902,"Unf",0,380,1282,"GasA","Ex","Y","SBrkr",1290,0,0,1290,2,1,"Other",6,"Typ",1,"Gd","Attchd","RFn",2,662,"TA","TA","Y",168,"No","No fence","No additional feature",0,200000,0,3,2
20,"RL",64,7314,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",82,"Other","TA","PConc","Gd","TA","Other","GLQ",724,"Unf",0,508,1232,"GasA","Ex","Y","SBrkr",1232,0,0,1232,2,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn",2,632,"TA","TA","Y",132,"No","No fence","No additional feature",0,194500,0,3,2
20,"RL",78,11645,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,"Gable","VinylSd","VinylSd","Other",76,"Other","TA","PConc","Other","TA","Other","GLQ",24,"Unf",0,1474,1498,"GasA","Ex","Y","SBrkr",1498,0,0,1498,3,1,"Other",7,"Typ",1,"Gd","Attchd","Fin",3,844,"TA","TA","Y",144,"No","No fence","No additional feature",0,237000,98,2,3
60,"RL",79,11646,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",6,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other","Unf",0,"Unf",0,704,704,"GasA","Ex","Y","SBrkr",704,718,0,1422,3,1,"Other",7,"Typ",1,"Gd","Attchd","Fin",2,440,"TA","TA","Y",36,"No","No fence","No additional feature",0,173000,28,2.5,3
80,"RL",0,12800,"No alley access","Reg","Other","Inside","Other","SawyerW","Norm","1Fam","Other",7,5,"Gable","Wd Sdng","Wd Sdng","Other",145,"Other","TA","PConc","Gd","TA","Other","GLQ",1518,"Unf",0,0,1518,"GasA","Other","Y","SBrkr",1644,0,0,1644,2,1,"Other",5,"Typ",1,"TA","Attchd","Fin",2,569,"TA","TA","Y",80,"No","No fence","No additional feature",0,275000,396,3.5,20
60,"RL",0,16698,"No alley access","Other","Other","Other","Other","ClearCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other","GLQ",800,"Unf",0,649,1449,"GasA","Other","Y","SBrkr",944,815,0,1759,3,1,"Other",7,"Typ",1,"TA","Attchd","Unf",2,525,"TA","TA","Y",150,"No","No fence","No additional feature",0,233500,193,3.5,16
20,"RL",82,12464,"No alley access","Other","Other","Other","Other","CollgCr","Norm","1Fam","1Story",5,5,"Gable","VinylSd","VinylSd","None",0,"TA","Other","PConc","Gd","TA","No","GLQ",732,"Unf",0,308,1040,"GasA","Other","Y","SBrkr",1040,0,0,1040,3,1,"Other",6,"Typ",0,"No fireplace","Other","Unf",2,576,"TA","TA","Y",168,"No","Other","No additional feature",0,152000,0,2,13
20,"RL",65,9757,"No alley access","Reg","Other","Inside","Other","CollgCr","Norm","1Fam","1Story",5,7,"Gable","VinylSd","VinylSd","None",0,"TA","Other","PConc","TA","TA","No","ALQ",755,"Unf",0,235,990,"GasA","Ex","Y","SBrkr",990,0,0,990,3,1,"TA",5,"Typ",0,"No fireplace","Attchd","RFn",1,440,"TA","TA","Y",66,"No","No fence","No additional feature",0,143000,92,2,15
60,"RL",65,15426,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",6,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",821,"Unf",0,107,928,"GasA","Ex","Y","SBrkr",928,836,0,1764,3,1,"Other",7,"Typ",0,"No fireplace","Attchd","RFn",2,470,"TA","TA","Y",276,"No","Other","No additional feature",0,231500,99,3.5,12
20,"RL",60,8072,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,5,"Gable","VinylSd","VinylSd","None",0,"TA","Other","PConc","Gd","Other","No","ALQ",746,"Unf",0,244,990,"GasA","Ex","Y","SBrkr",990,0,0,990,3,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",2,480,"TA","TA","Y",0,"No","No fence","No additional feature",0,138000,64,2,14
20,"RL",68,9017,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other","GLQ",560,"Unf",0,871,1431,"GasA","Ex","Y","SBrkr",1431,0,0,1431,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","Fin",2,666,"TA","TA","Y",0,"No","No fence","No additional feature",0,192000,35,3,10
20,"RL",67,9808,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",110,"Other","TA","PConc","Gd","TA","No","GLQ",788,"Unf",0,785,1573,"GasA","Ex","Y","SBrkr",1573,0,0,1573,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn",2,544,"TA","TA","Y",0,"No","No fence","No additional feature",0,227000,72,3,7
20,"RL",67,16285,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1413,1413,"GasA","Ex","Y","SBrkr",1430,0,0,1430,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn",2,605,"TA","TA","Y",0,"No","No fence","No additional feature",0,187100,33,2,7
20,"RL",65,10739,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",68,"Other","TA","PConc","Gd","TA","No","GLQ",1259,"Unf",0,172,1431,"GasA","Ex","Y","SBrkr",1444,0,0,1444,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn",2,577,"TA","TA","Y",144,"No","No fence","No additional feature",0,203000,40,3,8
20,"RL",60,8430,"No alley access","Reg","Other","Inside","Other","CollgCr","Norm","1Fam","1Story",5,5,"Gable","HdBoard","HdBoard","Other",136,"TA","TA","CBlock","Gd","TA","No","Rec",616,"Unf",0,424,1040,"GasA","TA","Y","SBrkr",1040,0,0,1040,3,1,"TA",5,"Typ",0,"No fireplace","Other","Other",0,0,"Other","Other","Y",0,"No","No fence","No additional feature",0,124000,0,2,31
20,"RL",61,8800,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,7,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Other","Other",532,"Other",144,364,1040,"GasA","TA","Y","SBrkr",1040,0,0,1040,3,1,"Other",5,"Typ",0,"No fireplace","Other","Unf",2,484,"TA","TA","Y",0,"No","No fence","No additional feature",0,150500,288,2,1
20,"RL",0,9286,"No alley access","Other","Lvl","Other","Other","CollgCr","Norm","1Fam","1Story",5,7,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","Other","Other","ALQ",196,"Unf",0,1072,1268,"GasA","TA","Y","SBrkr",1268,0,0,1268,3,1,"Other",5,"Typ",0,"No fireplace","Other","Unf",1,252,"TA","TA","Y",173,"No","No fence","No additional feature",0,143500,0,1.5,20
20,"RL",36,15523,"No alley access","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",5,6,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","Other","BLQ",460,"Unf",0,404,864,"GasA","Ex","Y","SBrkr",864,0,0,864,3,1,"TA",5,"Typ",1,"Other","Attchd","Unf",1,338,"TA","TA","Y",0,"No","No fence","No additional feature",0,133500,0,2,37
85,"RL",60,7200,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",5,8,"Gable","WdShing","HdBoard","None",0,"TA","Other","CBlock","Gd","TA","Other","GLQ",660,"Unf",0,108,768,"GasA","Other","Y","SBrkr",768,0,0,768,2,1,"TA",5,"Typ",0,"No fireplace","Other","Fin",1,396,"TA","TA","Y",192,"No","Other","No additional feature",0,133900,0,1.5,6
85,"RL",70,8445,"No alley access","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","Other",5,7,"Gable","HdBoard","Wd Shng","None",0,"TA","TA","CBlock","Gd","TA","Other","GLQ",656,"Unf",0,112,768,"GasA","TA","Y","SBrkr",768,0,0,768,2,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",2,396,"TA","TA","Y",58,"No","Other","No additional feature",0,133000,0,2,2
20,"RL",90,11664,"No alley access","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Other","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other","GLQ",1234,"Unf",0,335,1569,"GasA","Ex","Y","SBrkr",1611,0,0,1611,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn",3,1231,"TA","TA","Y",262,"No","No fence","No additional feature",0,250000,93,3,7
60,"RL",0,12334,"No alley access","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",8,5,"Gable","VinylSd","VinylSd","Other",198,"Other","TA","PConc","Gd","TA","Other","Unf",0,"Unf",0,1068,1068,"GasA","Ex","Y","SBrkr",1068,1116,0,2184,4,1,"Other",8,"Typ",1,"Gd","Other","RFn",2,570,"TA","TA","Y",192,"No","No fence","No additional feature",0,254750,132,2.5,6
20,"RL",0,11838,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,"Other","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other","Unf",0,"Unf",0,1753,1753,"GasA","Ex","Y","SBrkr",1788,0,0,1788,3,1,"Other",7,"Typ",1,"TA","Attchd","RFn",2,522,"TA","TA","Y",202,"No","No fence","No additional feature",0,236500,151,2,8
60,"RL",0,11885,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",8,5,"Gable","VinylSd","VinylSd","Other",108,"Other","TA","PConc","Gd","TA","Other","GLQ",990,"Unf",0,309,1299,"GasA","Ex","Y","SBrkr",1299,573,0,1872,3,1,"Other",7,"Typ",1,"TA","Other","RFn",2,531,"TA","TA","Y",160,"No","No fence","No additional feature",0,261500,122,3.5,8
60,"RL",0,11050,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Other","1Fam","Other",9,5,"Other","VinylSd","VinylSd","Other",204,"Other","TA","PConc","Other","TA","Other","GLQ",904,"Unf",0,536,1440,"GasA","Ex","Y","SBrkr",1476,677,0,2153,3,1,"Other",8,"Typ",2,"Other","Attchd","Fin",3,736,"TA","TA","Y",253,"No","No fence","No additional feature",0,313000,142,3.5,9
60,"RL",0,11250,"No alley access","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,944,944,"GasA","Ex","Y","SBrkr",944,926,0,1870,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn",2,608,"TA","TA","Y",256,"No","No fence","No additional feature",0,211000,43,2.5,8
20,"RL",90,15750,"No alley access","Reg","Lvl","Other","Gtl","CollgCr","Other","1Fam","1Story",8,5,"Gable","VinylSd","VinylSd","Other",260,"Other","TA","PConc","Gd","TA","Other","GLQ",1246,"Unf",0,216,1462,"GasA","Ex","Y","SBrkr",1513,0,0,1513,2,1,"Other",5,"Typ",1,"TA","Attchd","Fin",2,521,"TA","TA","Y",135,"No","No fence","No additional feature",0,220000,34,3,9
20,"RL",70,8750,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",209,"Other","TA","PConc","Gd","TA","Other","GLQ",1111,"Unf",0,306,1417,"GasA","Ex","Y","SBrkr",1417,0,0,1417,3,1,"Other",7,"Typ",1,"TA","Attchd","Unf",2,511,"TA","TA","Y",60,"No","No fence","No additional feature",0,210000,117,3,11
60,"RL",70,8750,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,880,880,"GasA","Ex","Y","SBrkr",909,807,0,1716,2,1,"Other",7,"Typ",1,"TA","Attchd","RFn",2,512,"TA","TA","Y",0,"No","No fence","No additional feature",0,191000,120,2.5,13
20,"RL",70,9100,"No alley access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1212,1212,"GasA","Ex","Y","SBrkr",1212,0,0,1212,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn",2,573,"TA","TA","Y",356,"No","No fence","No additional feature",0,178000,0,2,8
20,"RL",63,8487,"No alley access","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",210,"Other","TA","PConc","Gd","TA","Other","GLQ",20,"Unf",0,1480,1500,"GasA","Ex","Y","SBrkr",1500,0,0,1500,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn",2,570,"TA","TA","Y",192,"No","No fence","No additional feature",0,190000,36,2,5
60,"RL",64,8633,"No alley access","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","Other",6,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","GLQ",193,"Unf",0,545,738,"GasA","Ex","Y","SBrkr",738,738,0,1476,3,1,"Other",7,"Typ",0,"No fireplace","Attchd","Fin",2,540,"TA","TA","Y",100,"No","No fence","No additional feature",0,173500,35,3.5,4
20,"RL",50,9405,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,9,"Other","VinylSd","VinylSd","None",0,"TA","Other","CBlock","TA","TA","No","Unf",0,"Unf",0,698,698,"GasA","Ex","Y","SBrkr",698,0,0,698,2,1,"TA",4,"Typ",0,"No fireplace","Other","Other",0,0,"Other","Other","Y",0,"No","No fence","No additional feature",0,118000,200,1.5,1
20,"RL",64,6410,"No alley access","Reg","Other","Inside","Other","Edwards","Norm","1Fam","1Story",4,5,"Gable","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","No","Other",332,"Other",243,301,876,"GasA","TA","Y","Other",876,0,0,876,3,1,"TA",5,"Typ",0,"No fireplace","Other","Unf",1,320,"TA","TA","Y",0,"No","Other","No additional feature",0,85000,0,1,50
20,"RL",70,11767,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Other","TA","Other","Rec",1078,"Unf",0,0,1078,"GasA","TA","Y","Other",1368,0,0,1368,3,1,"TA",6,"Other",0,"No fireplace","Attchd","RFn",1,195,"TA","TA","Y",0,"No","No fence","Other",900,120000,252,2,59
50,"RL",50,8405,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",4,3,"Gable","WdShing","Wd Shng","None",0,"TA","TA","Other","Other","Other","Other","Other",0,"Other",0,0,0,"Other","TA","Other","Other",1088,441,0,1529,4,1,"TA",9,"Other",0,"No fireplace","Other","Unf",1,240,"TA","TA","Other",92,"No","No fence","No additional feature",0,98000,185,2,59
30,"RL",56,4060,"No alley access","Reg","Lvl","Other","Gtl","Edwards","Other","1Fam","1Story",5,8,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Other","TA","No","Unf",0,"Unf",0,864,864,"GasA","Ex","Y","SBrkr",864,0,0,864,2,1,"TA",4,"Typ",0,"No fireplace","Other","Other",0,0,"Other","Other","Y",0,"No","No fence","No additional feature",0,99900,96,1,59
90,"RL",65,10926,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","Other","1Story",5,5,"Other","VinylSd","VinylSd","Other",74,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1678,1678,"GasA","TA","Y","SBrkr",1678,0,0,1678,6,2,"TA",10,"Typ",0,"No fireplace","Other","Other",0,0,"Other","Other","Y",0,"No","No fence","No additional feature",0,119900,0,2,50
20,"RL",70,11767,"No alley access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,5,"Other","HdBoard","HdBoard","Other",259,"TA","TA","CBlock","TA","TA","No","Rec",546,"Unf",0,604,1150,"GasA","Ex","Y","SBrkr",1560,0,0,1560,2,1,"TA",7,"Other",1,"TA","Attchd","Unf",1,313,"TA","TA","Y",0,"No","No fence","No additional feature",0,103500,0,1,53
50,"RL",60,10998,"Other","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",5,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Other",408,"Other",420,156,984,"GasA","Ex","Y","SBrkr",984,620,0,1604,3,1,"TA",6,"Other",0,"No fireplace","Other","Unf",2,660,"TA","TA","Y",0,"No","No fence","No additional feature",0,117000,68,2,49
50,"RL",60,9900,"No alley access","Reg","Lvl","Inside","Gtl","SWISU","Norm","1Fam","Other",6,7,"Gable","VinylSd","VinylSd","None",0,"TA","TA","Other","TA","TA","No","Unf",0,"Unf",0,778,778,"GasA","TA","Y","SBrkr",944,545,0,1489,3,1,"TA",7,"Typ",1,"Gd","Other","Unf",1,240,"TA","TA","Y",335,"No","Other","No additional feature",0,139500,0,2,59
